zone_name,zip_code,zone_description,shipping_cost,weight_margin,minimum_cost
Metiyagane,60121,Metiyagane,100,5,150
Minhettiya,60004,Minhettiya,100,5,150
Minuwangete,60406,Minuwangete,100,5,150
Mirihanagama,60408,Mirihanagama,100,5,150
Monnekulama,60495,Monnekulama,100,5,150
Moragane,60354,Moragane,100,5,150
Moragollagama,60640,Moragollagama,100,5,150
Morathiha,60038,Morathiha,100,5,150
Munamaldeniya,60218,Munamaldeniya,100,5,150
Muruthenge,60122,Muruthenge,100,5,150
Mutugala,51064,Mutugala,100,5,150
Nabadewa,60482,Nabadewa,100,5,150
Nagollagama,60590,Nagollagama,100,5,150
Nagollagoda,60226,Nagollagoda,100,5,150
Nakkawatta,60186,Nakkawatta,100,5,150
Narammala,60100,Narammala,100,5,150
Nawasenapura,51066,Nawasenapura,100,5,150
Nawatalwatta,60292,Nawatalwatta,100,5,150
Nelliya,60549,Nelliya,100,5,150
Nikaweratiya,60470,Nikaweratiya,100,5,150
Nugagolla,21534,Nugagolla,100,5,150
Nugawela,20072,Nugawela,100,5,150
Padeniya,60461,Padeniya,100,5,150
Padiwela,60236,Padiwela,100,5,150
Pahalagiribawa,60735,Pahalagiribawa,100,5,150
Pahamune,60112,Pahamune,100,5,150
Palagala,50111,Palagala,100,5,150
Palapathwela,21070,Palapathwela,100,5,150
Palaviya,61280,Palaviya,100,5,150
Pallewela,11150,Pallewela,100,5,150
Palukadawala,60704,Palukadawala,100,5,150
Panadaragama,60348,Panadaragama,100,5,150
Panagamuwa,60052,Panagamuwa,100,5,150
Panaliya,60312,Panaliya,100,5,150
Panapitiya,70152,Panapitiya,100,5,150
Panliyadda,60558,Panliyadda,100,5,150
Pansiyagama,60554,Pansiyagama,100,5,150
Parape,71105,Parape,100,5,150
Pathanewatta,90071,Pathanewatta,100,5,150
Pattiya Watta,20118,Pattiya Watta,100,5,150
Perakanatta,21532,Perakanatta,100,5,150
Periyakadneluwa,60518,Periyakadneluwa,100,5,150
Pihimbiya Ratmale,60439,Pihimbiya Ratmale,100,5,150
Pihimbuwa,60053,Pihimbuwa,100,5,150
Pilessa,60058,Pilessa,100,5,150
Polgahawela,60300,Polgahawela,100,5,150
Polgolla,20250,Polgolla,100,5,150
Polpithigama,60620,Polpithigama,100,5,150
Pothuhera,60330,Pothuhera,100,5,150
Pothupitiya,70338,Pothupitiya,100,5,150
Pujapitiya,20112,Pujapitiya,100,5,150
Rakwana,70300,Rakwana,100,5,150
Ranorawa,50212,Ranorawa,100,5,150
Rathukohodigala,20818,Rathukohodigala,100,5,150
Ridibendiella,60606,Ridibendiella,100,5,150
Ridigama,60040,Ridigama,100,5,150
Saliya Asokapura,60736,Saliya Asokapura,100,5,150
Sandalankawa,60176,Sandalankawa,100,5,150
Sevanapitiya,51062,Sevanapitiya,100,5,150
Sirambiadiya,61312,Sirambiadiya,100,5,150
Sirisetagama,60478,Sirisetagama,100,5,150
Siyambalangamuwa,60646,Siyambalangamuwa,100,5,150
Siyambalawewa,32048,Siyambalawewa,100,5,150
Solepura,60737,Solepura,100,5,150
Solewewa,60738,Solewewa,100,5,150
Sunandapura,60436,Sunandapura,100,5,150
Talawattegedara,60306,Talawattegedara,100,5,150
Tambutta,60734,Tambutta,100,5,150
Tennepanguwa,90072,Tennepanguwa,100,5,150
Thalahitimulla,60208,Thalahitimulla,100,5,150
Thalakolawewa,60624,Thalakolawewa,100,5,150
Thalwita,60572,Thalwita,100,5,150
Tharana Udawela,60227,Tharana Udawela,100,5,150
Thimbiriyawa,60476,Thimbiriyawa,100,5,150
Tisogama,60453,Tisogama,100,5,150
Thorayaya,60499,Thorayaya,100,5,150
Tulhiriya,71610,Tulhiriya,100,5,150
Tuntota,71062,Tuntota,100,5,150
Tuttiripitigama,60426,Tuttiripitigama,100,5,150
Udagaldeniya,71113,Udagaldeniya,100,5,150
Udahingulwala,20094,Udahingulwala,100,5,150
Udawatta,20722,Udawatta,100,5,150
Udubaddawa,60250,Udubaddawa,100,5,150
Udumulla,71521,Udumulla,100,5,150
Uhumiya,60094,Uhumiya,100,5,150
Ulpotha Pallekele,60622,Ulpotha Pallekele,100,5,150
Ulpothagama,20965,Ulpothagama,100,5,150
Usgala Siyabmalangamuwa,60732,Usgala Siyabmalangamuwa,100,5,150
Vijithapura,50110,Vijithapura,100,5,150
Wadakada,60318,Wadakada,100,5,150
Wadumunnegedara,60204,Wadumunnegedara,100,5,150
Walakumburumulla,60198,Walakumburumulla,100,5,150
Wannigama,60465,Wannigama,100,5,150
Wannikudawewa,60721,Wannikudawewa,100,5,150
Wannilhalagama,60722,Wannilhalagama,100,5,150
Wannirasnayakapura,60490,Wannirasnayakapura,100,5,150
Warawewa,60739,Warawewa,100,5,150
Wariyapola,60400,Wariyapola,100,5,150
Watareka,10511,Watareka,100,5,150
Wattegama,20810,Wattegama,100,5,150
Watuwatta,60262,Watuwatta,100,5,150
Weerapokuna,60454,Weerapokuna,100,5,150
Welawa Juncton,60464,Welawa Juncton,100,5,150
Welipennagahamulla,60240,Welipennagahamulla,100,5,150
Wellagala,60402,Wellagala,100,5,150
Wellarawa,60456,Wellarawa,100,5,150
Wellawa,60570,Wellawa,100,5,150
Welpalla,60206,Welpalla,100,5,150
Wennoruwa,60284,Wennoruwa,100,5,150
Weuda,60080,Weuda,100,5,150
Wewagama,60195,Wewagama,100,5,150
Wilgamuwa,21530,Wilgamuwa,100,5,150
Yakwila,60202,Yakwila,100,5,150
Yatigaloluwa,60314,Yatigaloluwa,100,5,150
Mannar,41000,Mannar,100,5,150
Puthukudiyiruppu,30158,Puthukudiyiruppu,100,5,150
Akuramboda,21142,Akuramboda,100,5,150
Alawatuwala,60047,Alawatuwala,100,5,150
Alwatta,21004,Alwatta,100,5,150
Ambana,21504,Ambana,100,5,150
Aralaganwila,51100,Aralaganwila,100,5,150
Ataragallewa,21512,Ataragallewa,100,5,150
Bambaragaswewa,21212,Bambaragaswewa,100,5,150
Barawardhana Oya,20967,Barawardhana Oya,100,5,150
Beligamuwa,21214,Beligamuwa,100,5,150
Damana,32014,Damana,100,5,150
Dambulla,21100,Dambulla,100,5,150
Damminna,51106,Damminna,100,5,150
Dankanda,21032,Dankanda,100,5,150
Delwite,60044,Delwite,100,5,150
Devagiriya,21552,Devagiriya,100,5,150
Dewahuwa,21206,Dewahuwa,100,5,150
Divuldamana,51104,Divuldamana,100,5,150
Dullewa,21054,Dullewa,100,5,150
Dunkolawatta,21046,Dunkolawatta,100,5,150
Elkaduwa,21012,Elkaduwa,100,5,150
Erawula Junction,21108,Erawula Junction,100,5,150
Etanawala,21402,Etanawala,100,5,150
Galewela,21200,Galewela,100,5,150
Galoya Junction,51375,Galoya Junction,100,5,150
Gammaduwa,21068,Gammaduwa,100,5,150
Gangala Puwakpitiya,21404,Gangala Puwakpitiya,100,5,150
Hasalaka,20960,Hasalaka,100,5,150
Hattota Amuna,21514,Hattota Amuna,100,5,150
Imbulgolla,21064,Imbulgolla,100,5,150
Inamaluwa,21124,Inamaluwa,100,5,150
Iriyagolla,60045,Iriyagolla,100,5,150
Kaikawala,21066,Kaikawala,100,5,150
Kalundawa,21112,Kalundawa,100,5,150
Kandalama,21106,Kandalama,100,5,150
Kavudupelella,21072,Kavudupelella,100,5,150
Kibissa,21122,Kibissa,100,5,150
Kiwula,21042,Kiwula,100,5,150
Kongahawela,21500,Kongahawela,100,5,150
Laggala Pallegama,21520,Laggala Pallegama,100,5,150
Leliambe,21008,Leliambe,100,5,150
Lenadora,21094,Lenadora,100,5,150
Ihala Halmillewa,50262,Ihala Halmillewa,100,5,150
Illukkumbura,21406,Illukkumbura,100,5,150
Madipola,51108,Madipola,100,5,150
Mahawela,21140,Mahawela,100,5,150
Mananwatta,21144,Mananwatta,100,5,150
Maraka,21554,Maraka,100,5,150
Matale,21000,Matale,100,5,150
Melipitiya,21055,Melipitiya,100,5,150
Metihakka,21062,Metihakka,100,5,150
Millawana,21154,Millawana,100,5,150
Muwandeniya,21044,Muwandeniya,100,5,150
Nalanda,21082,Nalanda,100,5,150
Naula,21090,Naula,100,5,150
Opalgala,21076,Opalgala,100,5,150
Pallepola,21152,Pallepola,100,5,150
Pimburattewa,51102,Pimburattewa,100,5,150
Pulastigama,51050,Pulastigama,100,5,150
Ranamuregama,21524,Ranamuregama,100,5,150
Rattota,21400,Rattota,100,5,150
Selagama,21058,Selagama,100,5,150
Sigiriya,21120,Sigiriya,100,5,150
Sinhagama,51378,Sinhagama,100,5,150
Sungavila,51052,Sungavila,100,5,150
Talagoda Junction,21506,Talagoda Junction,100,5,150
Talakiriyagama,21116,Talakiriyagama,100,5,150
Tamankaduwa,51089,Tamankaduwa,100,5,150
Udasgiriya,21051,Udasgiriya,100,5,150
Udatenna,21006,Udatenna,100,5,150
Ukuwela,21300,Ukuwela,100,5,150
Wahacotte,21160,Wahacotte,100,5,150
Walawela,21048,Walawela,100,5,150
Wehigala,21009,Wehigala,100,5,150
Welangahawatte,21408,Welangahawatte,100,5,150
Wewalawewa,21114,Wewalawewa,100,5,150
Yatawatta,21056,Yatawatta,100,5,150
Akuressa,81400,Akuressa,100,5,150
Alapaladeniya,81475,Alapaladeniya,100,5,150
Aparekka,81032,Aparekka,100,5,150
Athuraliya,81402,Athuraliya,100,5,150
Bengamuwa,81614,Bengamuwa,100,5,150
Bopagoda,81412,Bopagoda,100,5,150
Dampahala,81612,Dampahala,100,5,150
Deegala Lenama,81452,Deegala Lenama,100,5,150
Deiyandara,81320,Deiyandara,100,5,150
Denagama,81314,Denagama,100,5,150
Denipitiya,81730,Denipitiya,100,5,150
Deniyaya,81500,Deniyaya,100,5,150
Derangala,81454,Derangala,100,5,150
Devinuwara (Dondra),81160,Devinuwara (Dondra),100,5,150
Dikwella,81200,Dikwella,100,5,150
Diyagaha,81038,Diyagaha,100,5,150
Diyalape,81422,Diyalape,100,5,150
Gandara,81170,Gandara,100,5,150
Godapitiya,81408,Godapitiya,100,5,150
Gomilamawarala,81072,Gomilamawarala,100,5,150
Hawpe,80132,Hawpe,100,5,150
Horapawita,81108,Horapawita,100,5,150
Kalubowitiyana,81478,Kalubowitiyana,100,5,150
Kamburugamuwa,81750,Kamburugamuwa,100,5,150
Kamburupitiya,81100,Kamburupitiya,100,5,150
Karagoda Uyangoda,81082,Karagoda Uyangoda,100,5,150
Karaputugala,81106,Karaputugala,100,5,150
Karatota,81318,Karatota,100,5,150
Kekanadura,81020,Kekanadura,100,5,150
Kiriweldola,81514,Kiriweldola,100,5,150
Kiriwelkele,81456,Kiriwelkele,100,5,150
Kolawenigama,81522,Kolawenigama,100,5,150
Kotapola,81480,Kotapola,100,5,150
Lankagama,81526,Lankagama,100,5,150
Makandura,81070,Makandura,100,5,150
Maliduwa,81424,Maliduwa,100,5,150
Maramba,81416,Maramba,100,5,150
Matara,81000,Matara,100,5,150
Mediripitiya,81524,Mediripitiya,100,5,150
Miella,81312,Miella,100,5,150
Mirissa,81740,Mirissa,100,5,150
Morawaka,81470,Morawaka,100,5,150
Mulatiyana Junction,81071,Mulatiyana Junction,100,5,150
Nadugala,81092,Nadugala,100,5,150
Naimana,81017,Naimana,100,5,150
Palatuwa,81050,Palatuwa,100,5,150
Parapamulla,81322,Parapamulla,100,5,150
Pasgoda,81615,Pasgoda,100,5,150
Penetiyana,81722,Penetiyana,100,5,150
Pitabeddara,81450,Pitabeddara,100,5,150
Puhulwella,81290,Puhulwella,100,5,150
Radawela,81316,Radawela,100,5,150
Ransegoda,81064,Ransegoda,100,5,150
Rotumba,81074,Rotumba,100,5,150
Sultanagoda,81051,Sultanagoda,100,5,150
Telijjawila,81060,Telijjawila,100,5,150
Thihagoda,81280,Thihagoda,100,5,150
Urubokka,81600,Urubokka,100,5,150
Urugamuwa,81230,Urugamuwa,100,5,150
Urumutta,81414,Urumutta,100,5,150
Viharahena,81508,Viharahena,100,5,150
Walakanda,81294,Walakanda,100,5,150
Walasgala,81220,Walasgala,100,5,150
Waralla,81479,Waralla,100,5,150
Weligama,81700,Weligama,100,5,150
Wilpita,81404,Wilpita,100,5,150
Yatiyana,81034,Yatiyana,100,5,150
Ayiwela,91516,Ayiwela,100,5,150
Badalkumbura,91070,Badalkumbura,100,5,150
Baduluwela,91058,Baduluwela,100,5,150
Bakinigahawela,91554,Bakinigahawela,100,5,150
Balaharuwa,91295,Balaharuwa,100,5,150
Bibile,91500,Bibile,100,5,150
Buddama,91038,Buddama,100,5,150
Buttala,91100,Buttala,100,5,150
Dambagalla,91050,Dambagalla,100,5,150
Diyakobala,91514,Diyakobala,100,5,150
Dombagahawela,91010,Dombagahawela,100,5,150
Ethimalewewa,91020,Ethimalewewa,100,5,150
Ettiliwewa,91250,Ettiliwewa,100,5,150
Galabedda,91008,Galabedda,100,5,150
Gamewela,90512,Gamewela,100,5,150
Hambegamuwa,91308,Hambegamuwa,100,5,150
Hingurukaduwa,90508,Hingurukaduwa,100,5,150
Hulandawa,91004,Hulandawa,100,5,150
Inginiyagala,91040,Inginiyagala,100,5,150
Kandaudapanguwa,91032,Kandaudapanguwa,100,5,150
Kandawinna,91552,Kandawinna,100,5,150
Kataragama,91400,Kataragama,100,5,150
Kotagama,91512,Kotagama,100,5,150
Kotamuduna,90506,Kotamuduna,100,5,150
Kotawehera Mankada,91312,Kotawehera Mankada,100,5,150
Kudawewa,61226,Kudawewa,100,5,150
Kumbukkana,91098,Kumbukkana,100,5,150
Marawa,91006,Marawa,100,5,150
Mariarawa,91052,Mariarawa,100,5,150
Medagana,91550,Medagana,100,5,150
Medawelagama,90518,Medawelagama,100,5,150
Miyanakandura,90584,Miyanakandura,100,5,150
Monaragala,91000,Monaragala,100,5,150
Moretuwegama,91108,Moretuwegama,100,5,150
Nakkala,91003,Nakkala,100,5,150
Namunukula,90580,Namunukula,100,5,150
Nannapurawa,91519,Nannapurawa,100,5,150
Nelliyadda,91042,Nelliyadda,100,5,150
Nilgala,91508,Nilgala,100,5,150
Obbegoda,91007,Obbegoda,100,5,150
Okkampitiya,91060,Okkampitiya,100,5,150
Pangura,91002,Pangura,100,5,150
Pitakumbura,91505,Pitakumbura,100,5,150
Randeniya,91204,Randeniya,100,5,150
Ruwalwela,91056,Ruwalwela,100,5,150
Sella Kataragama,91405,Sella Kataragama,100,5,150
Siyambalagune,91202,Siyambalagune,100,5,150
Siyambalanduwa,91030,Siyambalanduwa,100,5,150
Suriara,91306,Suriara,100,5,150
Thanamalwila,91300,Thanamalwila,100,5,150
Uva Gangodagama,91054,Uva Gangodagama,100,5,150
Uva Kudaoya,91298,Uva Kudaoya,100,5,150
Uva Pelwatta,91112,Uva Pelwatta,100,5,150
Warunagama,91198,Warunagama,100,5,150
Wedikumbura,91005,Wedikumbura,100,5,150
Weherayaya Handapanagala,91206,Weherayaya Handapanagala,100,5,150
Wellawaya,91200,Wellawaya,100,5,150
Wilaoya,91022,Wilaoya,100,5,150
Yudaganawa,51424,Yudaganawa,100,5,150
Mullativu,42000,Mullativu,100,5,150
Agarapathana,22094,Agarapathana,100,5,150
Ambatalawa,20686,Ambatalawa,100,5,150
Ambewela,22216,Ambewela,100,5,150
Bogawantalawa,22060,Bogawantalawa,100,5,150
Bopattalawa,22095,Bopattalawa,100,5,150
Dagampitiya,20684,Dagampitiya,100,5,150
Dayagama Bazaar,22096,Dayagama Bazaar,100,5,150
Dikoya,22050,Dikoya,100,5,150
Doragala,20567,Doragala,100,5,150
Dunukedeniya,22002,Dunukedeniya,100,5,150
Egodawela,90013,Egodawela,100,5,150
Ekiriya,20732,Ekiriya,100,5,150
Elamulla,20742,Elamulla,100,5,150
Ginigathena,20680,Ginigathena,100,5,150
Gonakele,22226,Gonakele,100,5,150
Haggala,22208,Haggala,100,5,150
Halgranoya,22240,Halgranoya,100,5,150
Hangarapitiya,22044,Hangarapitiya,100,5,150
Hapugasthalawa,20668,Hapugasthalawa,100,5,150
Harasbedda,22262,Harasbedda,100,5,150
Hatton,22000,Hatton,100,5,150
Hewaheta,20440,Hewaheta,100,5,150
Hitigegama,22046,Hitigegama,100,5,150
Jangulla,90063,Jangulla,100,5,150
Kalaganwatta,22282,Kalaganwatta,100,5,150
Kandapola,22220,Kandapola,100,5,150
Karandagolla,20738,Karandagolla,100,5,150
Keerthi Bandarapura,22274,Keerthi Bandarapura,100,5,150
Kiribathkumbura,20442,Kiribathkumbura,100,5,150
Kotiyagala,91024,Kotiyagala,100,5,150
Kotmale,20560,Kotmale,100,5,150
Kottellena,22040,Kottellena,100,5,150
Kumbalgamuwa,22272,Kumbalgamuwa,100,5,150
Kumbukwela,22246,Kumbukwela,100,5,150
Kurupanawela,22252,Kurupanawela,100,5,150
Labukele,20592,Labukele,100,5,150
Laxapana,22034,Laxapana,100,5,150
Lindula,22090,Lindula,100,5,150
Madulla,22256,Madulla,100,5,150
Mandaram Nuwara,20744,Mandaram Nuwara,100,5,150
Maskeliya,22070,Maskeliya,100,5,150
Maswela,20566,Maswela,100,5,150
Maturata,20748,Maturata,100,5,150
Mipanawa,22254,Mipanawa,100,5,150
Mipilimana,22214,Mipilimana,100,5,150
Morahenagama,22036,Morahenagama,100,5,150
Munwatta,20752,Munwatta,100,5,150
Nayapana Janapadaya,20568,Nayapana Janapadaya,100,5,150
Nildandahinna,22280,Nildandahinna,100,5,150
Nissanka Uyana,22075,Nissanka Uyana,100,5,150
Norwood,22058,Norwood,100,5,150
Nuwara Eliya,22200,Nuwara Eliya,100,5,150
Padiyapelella,20750,Padiyapelella,100,5,150
Pallebowala,20734,Pallebowala,100,5,150
Panvila,20830,Panvila,100,5,150
Pitawala,20682,Pitawala,100,5,150
Pundaluoya,22120,Pundaluoya,100,5,150
Ramboda,20590,Ramboda,100,5,150
Rikillagaskada,20730,Rikillagaskada,100,5,150
Rozella,22008,Rozella,100,5,150
Rupaha,22245,Rupaha,100,5,150
Ruwaneliya,22212,Ruwaneliya,100,5,150
Santhipura,22202,Santhipura,100,5,150
Talawakele,22100,Talawakele,100,5,150
Tawalantenna,20838,Tawalantenna,100,5,150
Teripeha,22287,Teripeha,100,5,150
Udamadura,22285,Udamadura,100,5,150
Udapussallawa,22250,Udapussallawa,100,5,150
Uva Deegalla,90062,Uva Deegalla,100,5,150
Uva Uduwara,90061,Uva Uduwara,100,5,150
Uvaparanagama,90230,Uvaparanagama,100,5,150
Walapane,22270,Walapane,100,5,150
Watawala,22010,Watawala,100,5,150
Widulipura,22032,Widulipura,100,5,150
Wijebahukanda,22018,Wijebahukanda,100,5,150
Attanakadawala,51235,Attanakadawala,100,5,150
Bakamuna,51250,Bakamuna,100,5,150
Diyabeduma,51225,Diyabeduma,100,5,150
Elahera,51258,Elahera,100,5,150
Giritale,51026,Giritale,100,5,150
Hingurakdamana,51408,Hingurakdamana,100,5,150
Hingurakgoda,51400,Hingurakgoda,100,5,150
Jayanthipura,51024,Jayanthipura,100,5,150
Kalingaela,51002,Kalingaela,100,5,150
Lakshauyana,51006,Lakshauyana,100,5,150
Mankemi,30442,Mankemi,100,5,150
Minneriya,51410,Minneriya,100,5,150
Onegama,51004,Onegama,100,5,150
Orubendi Siyambalawa,51256,Orubendi Siyambalawa,100,5,150
Palugasdamana,51046,Palugasdamana,100,5,150
Panichankemi,30444,Panichankemi,100,5,150
Polonnaruwa,51000,Polonnaruwa,100,5,150
Talpotha,51044,Talpotha,100,5,150
Tambala,51049,Tambala,100,5,150
Unagalavehera,51008,Unagalavehera,100,5,150
Wijayabapura,51042,Wijayabapura,100,5,150
Adippala,61012,Adippala,100,5,150
Alutgama,12080,Alutgama,100,5,150
Alutwewa,51014,Alutwewa,100,5,150
Ambakandawila,61024,Ambakandawila,100,5,150
Anamaduwa,61500,Anamaduwa,100,5,150
Andigama,61508,Andigama,100,5,150
Angunawila,61264,Angunawila,100,5,150
Attawilluwa,61328,Attawilluwa,100,5,150
Bangadeniya,61238,Bangadeniya,100,5,150
Baranankattuwa,61262,Baranankattuwa,100,5,150
Battuluoya,61246,Battuluoya,100,5,150
Bujjampola,61136,Bujjampola,100,5,150
Chilaw,61000,Chilaw,100,5,150
Dalukana,51092,Dalukana,100,5,150
Dankotuwa,61130,Dankotuwa,100,5,150
Dewagala,51094,Dewagala,100,5,150
Dummalasuriya,60260,Dummalasuriya,100,5,150
Dunkannawa,61192,Dunkannawa,100,5,150
Eluwankulama,61308,Eluwankulama,100,5,150
Ettale,61343,Ettale,100,5,150
Galamuna,51416,Galamuna,100,5,150
Galmuruwa,61233,Galmuruwa,100,5,150
Hansayapalama,51098,Hansayapalama,100,5,150
Ihala Kottaramulla,61154,Ihala Kottaramulla,100,5,150
Ilippadeniya,61018,Ilippadeniya,100,5,150
Inginimitiya,61514,Inginimitiya,100,5,150
Ismailpuram,61302,Ismailpuram,100,5,150
Jayasiripura,51246,Jayasiripura,100,5,150
Kakkapalliya,61236,Kakkapalliya,100,5,150
Kalkudah,30410,Kalkudah,100,5,150
Kalladiya,61534,Kalladiya,100,5,150
Kandakuliya,61358,Kandakuliya,100,5,150
Karathivu,61307,Karathivu,100,5,150
Karawitagara,61022,Karawitagara,100,5,150
Karuwalagaswewa,61314,Karuwalagaswewa,100,5,150
Katuneriya,61180,Katuneriya,100,5,150
Koswatta,61158,Koswatta,100,5,150
Kottantivu,61252,Kottantivu,100,5,150
Kottapitiya,51244,Kottapitiya,100,5,150
Kottukachchiya,61532,Kottukachchiya,100,5,150
Kumarakattuwa,61032,Kumarakattuwa,100,5,150
Kurinjanpitiya,61356,Kurinjanpitiya,100,5,150
Kuruketiyawa,61516,Kuruketiyawa,100,5,150
Lunuwila,61150,Lunuwila,100,5,150
Madampe,61230,Madampe,100,5,150
Madurankuliya,61270,Madurankuliya,100,5,150
Mahakumbukkadawala,61272,Mahakumbukkadawala,100,5,150
Mahauswewa,61512,Mahauswewa,100,5,150
Mampitiya,51090,Mampitiya,100,5,150
Mampuri,61341,Mampuri,100,5,150
Mangalaeliya,61266,Mangalaeliya,100,5,150
Marawila,61210,Marawila,100,5,150
Mudalakkuliya,61506,Mudalakkuliya,100,5,150
Mugunuwatawana,61014,Mugunuwatawana,100,5,150
Mukkutoduwawa,61274,Mukkutoduwawa,100,5,150
Mundel,61250,Mundel,100,5,150
Muttibendiwila,61195,Muttibendiwila,100,5,150
Nainamadama,61120,Nainamadama,100,5,150
Nalladarankattuwa,61244,Nalladarankattuwa,100,5,150
Nattandiya,61190,Nattandiya,100,5,150
Nawagattegama,61520,Nawagattegama,100,5,150
Nelumwewa,51096,Nelumwewa,100,5,150
Norachcholai,61342,Norachcholai,100,5,150
Pallama,61040,Pallama,100,5,150
Palliwasalturai,61354,Palliwasalturai,100,5,150
Panirendawa,61234,Panirendawa,100,5,150
Parakramasamudraya,51016,Parakramasamudraya,100,5,150
Pothuwatawana,61162,Pothuwatawana,100,5,150
Puttalam,61300,Puttalam,100,5,150
Puttalam Cement Factory,61326,Puttalam Cement Factory,100,5,150
Rajakadaluwa,61242,Rajakadaluwa,100,5,150
Saliyawewa Junction,61324,Saliyawewa Junction,100,5,150
Serukele,61042,Serukele,100,5,150
Siyambalagashene,61504,Siyambalagashene,100,5,150
Tabbowa,61322,Tabbowa,100,5,150
Talawila Church,61344,Talawila Church,100,5,150
Toduwawa,61224,Toduwawa,100,5,150
Udappuwa,61004,Udappuwa,100,5,150
Uridyawa,61502,Uridyawa,100,5,150
Vanathawilluwa,61306,Vanathawilluwa,100,5,150
Waikkal,61110,Waikkal,100,5,150
Watugahamulla,61198,Watugahamulla,100,5,150
Wennappuwa,61170,Wennappuwa,100,5,150
Wijeyakatupotha,61006,Wijeyakatupotha,100,5,150
Wilpotha,61008,Wilpotha,100,5,150
Yodaela,51422,Yodaela,100,5,150
Yogiyana,61144,Yogiyana,100,5,150
Akarella,70082,Akarella,100,5,150
Amunumulla,90204,Amunumulla,100,5,150
Atakalanpanna,70294,Atakalanpanna,100,5,150
Ayagama,70024,Ayagama,100,5,150
Balangoda,70100,Balangoda,100,5,150
Batatota,70504,Batatota,100,5,150
Beralapanathara,81541,Beralapanathara,100,5,150
Bogahakumbura,90354,Bogahakumbura,100,5,150
Bolthumbe,70131,Bolthumbe,100,5,150
Bomluwageaina,70344,Bomluwageaina,100,5,150
Bowalagama,82458,Bowalagama,100,5,150
Bulutota,70346,Bulutota,100,5,150
Dambuluwana,70019,Dambuluwana,100,5,150
Daugala,70455,Daugala,100,5,150
Dela,70042,Dela,100,5,150
Delwala,70046,Delwala,100,5,150
Dodampe,70017,Dodampe,100,5,150
Doloswalakanda,70404,Doloswalakanda,100,5,150
Dumbara Manana,70495,Dumbara Manana,100,5,150
Eheliyagoda,70600,Eheliyagoda,100,5,150
Ekamutugama,70254,Ekamutugama,100,5,150
Elapatha,70032,Elapatha,100,5,150
Ellagawa,70492,Ellagawa,100,5,150
Ellaulla,70552,Ellaulla,100,5,150
Ellawala,70606,Ellawala,100,5,150
Embilipitiya,70200,Embilipitiya,100,5,150
Eratna,70506,Eratna,100,5,150
Erepola,70602,Erepola,100,5,150
Gabbela,70156,Gabbela,100,5,150
Gangeyaya,70195,Gangeyaya,100,5,150
Gawaragiriya,70026,Gawaragiriya,100,5,150
Gillimale,70002,Gillimale,100,5,150
Godakawela,70160,Godakawela,100,5,150
Gurubewilagama,70136,Gurubewilagama,100,5,150
Halwinna,70171,Halwinna,100,5,150
Handagiriya,70106,Handagiriya,100,5,150
Hatangala,70105,Hatangala,100,5,150
Hatarabage,70108,Hatarabage,100,5,150
Hewanakumbura,90358,Hewanakumbura,100,5,150
Hidellana,70012,Hidellana,100,5,150
Hiramadagama,70296,Hiramadagama,100,5,150
Horewelagoda,82456,Horewelagoda,100,5,150
Ittakanda,70342,Ittakanda,100,5,150
Kahangama,70016,Kahangama,100,5,150
Kahawatta,70150,Kahawatta,100,5,150
Kalawana,70450,Kalawana,100,5,150
Kaltota,70122,Kaltota,100,5,150
Kalubululanda,90352,Kalubululanda,100,5,150
Kananke Bazaar,80136,Kananke Bazaar,100,5,150
Kandepuhulpola,90356,Kandepuhulpola,100,5,150
Karandana,70488,Karandana,100,5,150
Karangoda,70018,Karangoda,100,5,150
Kella Junction,70352,Kella Junction,100,5,150
Keppetipola,90350,Keppetipola,100,5,150
Kiriella,70480,Kiriella,100,5,150
Kiriibbanwewa,70252,Kiriibbanwewa,100,5,150
Kolambage Ara,70180,Kolambage Ara,100,5,150
Kolombugama,70403,Kolombugama,100,5,150
Kolonna,70350,Kolonna,100,5,150
Kudawa,70005,Kudawa,100,5,150
Kuruwita,70500,Kuruwita,100,5,150
Lellopitiya,70056,Lellopitiya,100,5,150
Imaduwa,80130,Imaduwa,100,5,150
Imbulpe,70134,Imbulpe,100,5,150
Mahagama Colony,70256,Mahagama Colony,100,5,150
Mahawalatenna,70112,Mahawalatenna,100,5,150
Makandura,70298,Makandura,100,5,150
Malwala Junction,70001,Malwala Junction,100,5,150
Malwatta,32198,Malwatta,100,5,150
Matuwagalagama,70482,Matuwagalagama,100,5,150
Medagalature,70021,Medagalature,100,5,150
Meddekanda,70127,Meddekanda,100,5,150
Minipura Dumbara,70494,Minipura Dumbara,100,5,150
Mitipola,70604,Mitipola,100,5,150
Moragala Kirillapone,81532,Moragala Kirillapone,100,5,150
Morahela,70129,Morahela,100,5,150
Mulendiyawala,70212,Mulendiyawala,100,5,150
Mulgama,70117,Mulgama,100,5,150
Nawalakanda,70469,Nawalakanda,100,5,150
Nawinnapinnakanda,70165,Nawinnapinnakanda,100,5,150
Niralagama,70038,Niralagama,100,5,150
Nivitigala,70400,Nivitigala,100,5,150
Omalpe,70215,Omalpe,100,5,150
Opanayaka,70080,Opanayaka,100,5,150
Padalangala,70230,Padalangala,100,5,150
Pallebedda,70170,Pallebedda,100,5,150
Pallekanda,82454,Pallekanda,100,5,150
