zone_name,zip_code,zone_description,shipping_cost,weight_margin,minimum_cost
Walpola (WP),11012,Walpola (WP),100,5,150
Wathurugama,11724,Wathurugama,100,5,150
Watinapaha,11104,Watinapaha,100,5,150
Wattala,11104,Wattala,100,5,150
Weboda,11858,Weboda,100,5,150
Wegowwa,11562,Wegowwa,100,5,150
Weweldeniya,11894,Weweldeniya,100,5,150
Yakkala,11870,Yakkala,100,5,150
Yatiyana,11566,Yatiyana,100,5,150
Ambalantota,82100,Ambalantota,100,5,150
Angunakolapelessa,82220,Angunakolapelessa,100,5,150
Angunakolawewa,91302,Angunakolawewa,100,5,150
Bandagiriya Colony,82005,Bandagiriya Colony,100,5,150
Barawakumbuka,82110,Barawakumbuka,100,5,150
Beliatta,82400,Beliatta,100,5,150
Beragama,82102,Beragama,100,5,150
Beralihela,82618,Beralihela,100,5,150
Bundala,82002,Bundala,100,5,150
Ellagala,82619,Ellagala,100,5,150
Gangulandeniya,82586,Gangulandeniya,100,5,150
Getamanna,82420,Getamanna,100,5,150
Goda Koggalla,82401,Goda Koggalla,100,5,150
Gonagamuwa Uduwila,82602,Gonagamuwa Uduwila,100,5,150
Gonnoruwa,82006,Gonnoruwa,100,5,150
Hakuruwela,82248,Hakuruwela,100,5,150
Hambantota,82000,Hambantota,100,5,150
Handugala,81326,Handugala,100,5,150
Hungama,82120,Hungama,100,5,150
Ihala Beligalla,82412,Ihala Beligalla,100,5,150
Iththa Demaliya,82462,Iththa Demaliya,100,5,150
Julampitiya,82252,Julampitiya,100,5,150
Kahandamodara,82126,Kahandamodara,100,5,150
Kariyamaditta,82274,Kariyamaditta,100,5,150
Katuwana,82500,Katuwana,100,5,150
Kawantissapura,82622,Kawantissapura,100,5,150
Kirama,82550,Kirama,100,5,150
Kirinda,82614,Kirinda,100,5,150
Lunama,82108,Lunama,100,5,150
Lunugamwehera,82634,Lunugamwehera,100,5,150
Magama,82608,Magama,100,5,150
Mahagalwewa,82016,Mahagalwewa,100,5,150
Mamadala,82109,Mamadala,100,5,150
Medamulana,82254,Medamulana,100,5,150
Middeniya,82270,Middeniya,100,5,150
Meegahajandura,82014,Meegahajandura,100,5,150
Modarawana,82416,Modarawana,100,5,150
Mulkirigala,82242,Mulkirigala,100,5,150
Nakulugamuwa,82300,Nakulugamuwa,100,5,150
Netolpitiya,82135,Netolpitiya,100,5,150
Nihiluwa,82414,Nihiluwa,100,5,150
Padawkema,82636,Padawkema,100,5,150
Pahala Andarawewa,82008,Pahala Andarawewa,100,5,150
Rammalawarapitiya,82554,Rammalawarapitiya,100,5,150
Ranakeliya,82612,Ranakeliya,100,5,150
Ranmuduwewa,82018,Ranmuduwewa,100,5,150
Ranna,82125,Ranna,100,5,150
Ratmalwala,82276,Ratmalwala,100,5,150
Ruhunu Ridiyagama,82106,Ruhunu Ridiyagama,100,5,150
Sooriyawewa Town,82010,Sooriyawewa Town,100,5,150
Tangalla,82200,Tangalla,100,5,150
Tissamaharama,82600,Tissamaharama,100,5,150
Uda Gomadiya,82504,Uda Gomadiya,100,5,150
Udamattala,82638,Udamattala,100,5,150
Uswewa,82278,Uswewa,100,5,150
Vitharandeniya,82232,Vitharandeniya,100,5,150
Walasmulla,82450,Walasmulla,100,5,150
Weeraketiya,82240,Weeraketiya,100,5,150
Weerawila,82632,Weerawila,100,5,150
Weerawila NewTown,82615,Weerawila NewTown,100,5,150
Wekandawela,82246,Wekandawela,100,5,150
Weligatta,82004,Weligatta,100,5,150
Yatigala,82418,Yatigala,100,5,150
Jaffna,40000,Jaffna,100,5,150
Agalawatta,12200,Agalawatta,100,5,150
Alubomulla,12524,Alubomulla,100,5,150
Anguruwatota,12320,Anguruwatota,100,5,150
Atale,71363,Atale,100,5,150
Baduraliya,12230,Baduraliya,100,5,150
Bandaragama,12530,Bandaragama,100,5,150
Batugampola,10526,Batugampola,100,5,150
Bellana,12224,Bellana,100,5,150
Beruwala,12070,Beruwala,100,5,150
Bolossagama,12008,Bolossagama,100,5,150
Bombuwala,12024,Bombuwala,100,5,150
Boralugoda,12142,Boralugoda,100,5,150
Bulathsinhala,12300,Bulathsinhala,100,5,150
Danawala Thiniyawala,12148,Danawala Thiniyawala,100,5,150
Delmella,12304,Delmella,100,5,150
Dharga Town,12090,Dharga Town,100,5,150
Diwalakada,12308,Diwalakada,100,5,150
Dodangoda,12020,Dodangoda,100,5,150
Dombagoda,12416,Dombagoda,100,5,150
Ethkandura,80458,Ethkandura,100,5,150
Galpatha,12005,Galpatha,100,5,150
Gamagoda,12016,Gamagoda,100,5,150
Gonagalpura,80502,Gonagalpura,100,5,150
Gonapola Junction,12410,Gonapola Junction,100,5,150
Govinna,12310,Govinna,100,5,150
Gurulubadda,12236,Gurulubadda,100,5,150
Halkandawila,12055,Halkandawila,100,5,150
Haltota,12538,Haltota,100,5,150
Halvitigala Colony,80146,Halvitigala Colony,100,5,150
Halwala,12118,Halwala,100,5,150
Halwatura,12306,Halwatura,100,5,150
Handapangoda,10524,Handapangoda,100,5,150
Hedigalla Colony,12234,Hedigalla Colony,100,5,150
Henegama,11715,Henegama,100,5,150
Hettimulla,71210,Hettimulla,100,5,150
Horana,12400,Horana,100,5,150
Ittapana,12116,Ittapana,100,5,150
Kahawala,10508,Kahawala,100,5,150
Kalawila Kiranthidiya,12078,Kalawila Kiranthidiya,100,5,150
Kalutara,12000,Kalutara,100,5,150
Kananwila,12418,Kananwila,100,5,150
Kandanagama,12428,Kandanagama,100,5,150
Kelinkanda,12218,Kelinkanda,100,5,150
Kitulgoda,12222,Kitulgoda,100,5,150
Koholana,12007,Koholana,100,5,150
Kuda Uduwa,12426,Kuda Uduwa,100,5,150
Labbala,60162,Labbala,100,5,150
Ihalahewessa,80432,Ihalahewessa,100,5,150
Induruwa,80510,Induruwa,100,5,150
Ingiriya,12440,Ingiriya,100,5,150
Maggona,12060,Maggona,100,5,150
Mahagama,12210,Mahagama,100,5,150
Mahakalupahana,12126,Mahakalupahana,100,5,150
Maharangalla,71211,Maharangalla,100,5,150
Malgalla Talangalla,80144,Malgalla Talangalla,100,5,150
Matugama,12100,Matugama,100,5,150
Meegahatenna,12130,Meegahatenna,100,5,150
Meegama,12094,Meegama,100,5,150
Meegoda,10504,Meegoda,100,5,150
Millaniya,12412,Millaniya,100,5,150
Millewa,12422,Millewa,100,5,150
Miwanapalana,12424,Miwanapalana,100,5,150
Molkawa,12216,Molkawa,100,5,150
Morapitiya,12232,Morapitiya,100,5,150
Morontuduwa,12564,Morontuduwa,100,5,150
Nawattuduwa,12106,Nawattuduwa,100,5,150
Neboda,12030,Neboda,100,5,150
Padagoda,12074,Padagoda,100,5,150
Pahalahewessa,12144,Pahalahewessa,100,5,150
Paiyagala,12050,Paiyagala,100,5,150
Panadura,12500,Panadura,100,5,150
Pannala,60160,Pannala,100,5,150
Paragastota,12414,Paragastota,100,5,150
Paragoda,12302,Paragoda,100,5,150
Paraigama,12122,Paraigama,100,5,150
Pelanda,12214,Pelanda,100,5,150
Pelawatta,12138,Pelawatta,100,5,150
Pimbura,70472,Pimbura,100,5,150
Pitagaldeniya,71360,Pitagaldeniya,100,5,150
Pokunuwita,12404,Pokunuwita,100,5,150
Poruwedanda,12432,Poruwedanda,100,5,150
Ratmale,81030,Ratmale,100,5,150
Remunagoda,12009,Remunagoda,100,5,150
Talgaswela,80470,Talgaswela,100,5,150
Tebuwana,12025,Tebuwana,100,5,150
Uduwara,12322,Uduwara,100,5,150
Utumgama,12127,Utumgama,100,5,150
Veyangalla,12204,Veyangalla,100,5,150
Wadduwa,12560,Wadduwa,100,5,150
Walagedara,12112,Walagedara,100,5,150
Walallawita,12134,Walallawita,100,5,150
Waskaduwa,12580,Waskaduwa,100,5,150
Welipenna,12108,Welipenna,100,5,150
Weliveriya,11710,Weliveriya,100,5,150
Welmilla Junction,12534,Welmilla Junction,100,5,150
Weragala,71622,Weragala,100,5,150
Yagirala,12124,Yagirala,100,5,150
Yatadolawatta,12104,Yatadolawatta,100,5,150
Yatawara Junction,12006,Yatawara Junction,100,5,150
Aludeniya,20062,Aludeniya,100,5,150
Ambagahapelessa,20986,Ambagahapelessa,100,5,150
Ambagamuwa Udabulathgama,20678,Ambagamuwa Udabulathgama,100,5,150
Ambatenna,20136,Ambatenna,100,5,150
Ampitiya,20160,Ampitiya,100,5,150
Ankumbura,20150,Ankumbura,100,5,150
Atabage,20574,Atabage,100,5,150
Balana,20308,Balana,100,5,150
Bambaragahaela,20644,Bambaragahaela,100,5,150
Batagolladeniya,20154,Batagolladeniya,100,5,150
Batugoda,20132,Batugoda,100,5,150
Batumulla,20966,Batumulla,100,5,150
Bawlana,20218,Bawlana,100,5,150
Bopana,20932,Bopana,100,5,150
Danture,20465,Danture,100,5,150
Dedunupitiya,20068,Dedunupitiya,100,5,150
Dekinda,20658,Dekinda,100,5,150
Deltota,20430,Deltota,100,5,150
Divulankadawala,51428,Divulankadawala,100,5,150
Dolapihilla,20126,Dolapihilla,100,5,150
Dolosbage,20510,Dolosbage,100,5,150
Dunuwila,20824,Dunuwila,100,5,150
Etulgama,20202,Etulgama,100,5,150
Galaboda,20664,Galaboda,100,5,150
Galagedara,20100,Galagedara,100,5,150
Galaha,20420,Galaha,100,5,150
Galhinna,20152,Galhinna,100,5,150
Gampola,20500,Gampola,100,5,150
Gelioya,20620,Gelioya,100,5,150
Godamunna,20214,Godamunna,100,5,150
Gomagoda,20184,Gomagoda,100,5,150
Gonagantenna,20712,Gonagantenna,100,5,150
Gonawalapatana,20656,Gonawalapatana,100,5,150
Gunnepana,20270,Gunnepana,100,5,150
Gurudeniya,20189,Gurudeniya,100,5,150
Hakmana,81300,Hakmana,100,5,150
Handaganawa,20984,Handaganawa,100,5,150
Handawalapitiya,20438,Handawalapitiya,100,5,150
Handessa,20480,Handessa,100,5,150
Hanguranketha,20710,Hanguranketha,100,5,150
Harangalagama,20669,Harangalagama,100,5,150
Hataraliyadda,20060,Hataraliyadda,100,5,150
Hindagala,20414,Hindagala,100,5,150
Hondiyadeniya,20524,Hondiyadeniya,100,5,150
Hunnasgiriya,20948,Hunnasgiriya,100,5,150
Inguruwatta,60064,Inguruwatta,100,5,150
Jambugahapitiya,20822,Jambugahapitiya,100,5,150
Kadugannawa,20300,Kadugannawa,100,5,150
Kahataliyadda,20924,Kahataliyadda,100,5,150
Kalugala,20926,Kalugala,100,5,150
Kandy,20000,Kandy,100,5,150
Kapuliyadde,20206,Kapuliyadde,100,5,150
Katugastota,20800,Katugastota,100,5,150
Katukitula,20588,Katukitula,100,5,150
Kelanigama,20688,Kelanigama,100,5,150
Kengalla,20186,Kengalla,100,5,150
Ketaboola,20660,Ketaboola,100,5,150
Ketakumbura,20306,Ketakumbura,100,5,150
Kobonila,20928,Kobonila,100,5,150
Kolabissa,20212,Kolabissa,100,5,150
Kolongoda,20971,Kolongoda,100,5,150
Kulugammana,20048,Kulugammana,100,5,150
Kumbukkandura,20902,Kumbukkandura,100,5,150
Kumburegama,20086,Kumburegama,100,5,150
Kundasale,20168,Kundasale,100,5,150
Leemagahakotuwa,20482,Leemagahakotuwa,100,5,150
Ihala Kobbekaduwa,20042,Ihala Kobbekaduwa,100,5,150
Lunugama,11062,Lunugama,100,5,150
Lunuketiya Maditta,20172,Lunuketiya Maditta,100,5,150
Madawala Bazaar,20260,Madawala Bazaar,100,5,150
Madawalalanda,32016,Madawalalanda,100,5,150
Madugalla,20938,Madugalla,100,5,150
Madulkele,20840,Madulkele,100,5,150
Mahadoraliyadda,20945,Mahadoraliyadda,100,5,150
Mahamedagama,20216,Mahamedagama,100,5,150
Mahanagapura,32018,Mahanagapura,100,5,150
Mailapitiya,20702,Mailapitiya,100,5,150
Makkanigama,20828,Makkanigama,100,5,150
Makuldeniya,20921,Makuldeniya,100,5,150
Mangalagama,32069,Mangalagama,100,5,150
Mapakanda,20662,Mapakanda,100,5,150
Marassana,20210,Marassana,100,5,150
Marymount Colony,20714,Marymount Colony,100,5,150
Mawatura,20564,Mawatura,100,5,150
Medamahanuwara,20940,Medamahanuwara,100,5,150
Medawala Harispattuwa,20120,Medawala Harispattuwa,100,5,150
Meetalawa,20512,Meetalawa,100,5,150
Megoda Kalugamuwa,20409,Megoda Kalugamuwa,100,5,150
Menikdiwela,20470,Menikdiwela,100,5,150
Menikhinna,20170,Menikhinna,100,5,150
Mimure,20923,Mimure,100,5,150
Minigamuwa,20109,Minigamuwa,100,5,150
Minipe,20983,Minipe,100,5,150
Moragahapallama,32012,Moragahapallama,100,5,150
Murutalawa,20232,Murutalawa,100,5,150
Muruthagahamulla,20526,Muruthagahamulla,100,5,150
Nanuoya,22150,Nanuoya,100,5,150
Naranpanawa,20176,Naranpanawa,100,5,150
Narawelpita,81302,Narawelpita,100,5,150
Nawalapitiya,20650,Nawalapitiya,100,5,150
Nawathispane,20670,Nawathispane,100,5,150
Nillambe,20418,Nillambe,100,5,150
Nugaliyadda,20204,Nugaliyadda,100,5,150
Ovilikanda,21020,Ovilikanda,100,5,150
Pallekotuwa,20084,Pallekotuwa,100,5,150
Panwilatenna,20544,Panwilatenna,100,5,150
Paradeka,20578,Paradeka,100,5,150
Pasbage,20654,Pasbage,100,5,150
Pattitalawa,20511,Pattitalawa,100,5,150
Peradeniya,20400,Peradeniya,100,5,150
Pilimatalawa,20450,Pilimatalawa,100,5,150
Poholiyadda,20106,Poholiyadda,100,5,150
Pubbiliya,21502,Pubbiliya,100,5,150
Pupuressa,20546,Pupuressa,100,5,150
Pussellawa,20580,Pussellawa,100,5,150
Putuhapuwa,20906,Putuhapuwa,100,5,150
Rajawella,20180,Rajawella,100,5,150
Rambukpitiya,20676,Rambukpitiya,100,5,150
Rambukwella,20128,Rambukwella,100,5,150
Rangala,20922,Rangala,100,5,150
Rantembe,20990,Rantembe,100,5,150
Sangarajapura,20044,Sangarajapura,100,5,150
Senarathwela,20904,Senarathwela,100,5,150
Talatuoya,20200,Talatuoya,100,5,150
Teldeniya,20900,Teldeniya,100,5,150
Tennekumbura,20166,Tennekumbura,100,5,150
Uda Peradeniya,20404,Uda Peradeniya,100,5,150
Udahentenna,20506,Udahentenna,100,5,150
Udatalawinna,20802,Udatalawinna,100,5,150
Udispattuwa,20916,Udispattuwa,100,5,150
Ududumbara,20950,Ududumbara,100,5,150
Uduwahinna,20934,Uduwahinna,100,5,150
Uduwela,20164,Uduwela,100,5,150
Ulapane,20562,Ulapane,100,5,150
Unuwinna,20708,Unuwinna,100,5,150
Velamboda,20640,Velamboda,100,5,150
Watagoda,22110,Watagoda,100,5,150
Watagoda Harispattuwa,20134,Watagoda Harispattuwa,100,5,150
Wattappola,20454,Wattappola,100,5,150
Weligampola,20666,Weligampola,100,5,150
Wendaruwa,20914,Wendaruwa,100,5,150
Weragantota,20982,Weragantota,100,5,150
Werapitya,20908,Werapitya,100,5,150
Werellagama,20080,Werellagama,100,5,150
Wettawa,20108,Wettawa,100,5,150
Yahalatenna,20234,Yahalatenna,100,5,150
Yatihalagala,20034,Yatihalagala,100,5,150
Alawala,11122,Alawala,100,5,150
Alawatura,71204,Alawatura,100,5,150
Alawwa,60280,Alawwa,100,5,150
Algama,71607,Algama,100,5,150
Alutnuwara,71508,Alutnuwara,100,5,150
Ambalakanda,71546,Ambalakanda,100,5,150
Ambulugala,71503,Ambulugala,100,5,150
Amitirigala,71320,Amitirigala,100,5,150
Ampagala,71232,Ampagala,100,5,150
Anhandiya,60074,Anhandiya,100,5,150
Anhettigama,71403,Anhettigama,100,5,150
Aranayaka,71540,Aranayaka,100,5,150
Aruggammana,71041,Aruggammana,100,5,150
Batuwita,71321,Batuwita,100,5,150
Beligala(Sab),71044,Beligala(Sab),100,5,150
Belihuloya,70140,Belihuloya,100,5,150
Berannawa,71706,Berannawa,100,5,150
Bopitiya,60155,Bopitiya,100,5,150
Bopitiya (SAB),71612,Bopitiya (SAB),100,5,150
Boralankada,71418,Boralankada,100,5,150
Bossella,71208,Bossella,100,5,150
Bulathkohupitiya,71230,Bulathkohupitiya,100,5,150
Damunupola,71034,Damunupola,100,5,150
Debathgama,71037,Debathgama,100,5,150
Dedugala,71237,Dedugala,100,5,150
Deewala Pallegama,71022,Deewala Pallegama,100,5,150
Dehiowita,71400,Dehiowita,100,5,150
Deldeniya,71009,Deldeniya,100,5,150
Deloluwa,71401,Deloluwa,100,5,150
Deraniyagala,71430,Deraniyagala,100,5,150
Dewalegama,71050,Dewalegama,100,5,150
Dewanagala,71527,Dewanagala,100,5,150
Dombemada,71115,Dombemada,100,5,150
Dorawaka,71601,Dorawaka,100,5,150
Dunumala,71605,Dunumala,100,5,150
Galapitamada,71603,Galapitamada,100,5,150
Galatara,71505,Galatara,100,5,150
Galigamuwa Town,71350,Galigamuwa Town,100,5,150
Gallella,70062,Gallella,100,5,150
Galpatha(Sab),71312,Galpatha(Sab),100,5,150
Gantuna,71222,Gantuna,100,5,150
Getahetta,70620,Getahetta,100,5,150
Godagampola,70556,Godagampola,100,5,150
Gonagala,71318,Gonagala,100,5,150
Hakahinna,71352,Hakahinna,100,5,150
Hakbellawaka,71715,Hakbellawaka,100,5,150
Halloluwa,20032,Halloluwa,100,5,150
Hedunuwewa,22024,Hedunuwewa,100,5,150
Hemmatagama,71530,Hemmatagama,100,5,150
Hewadiwela,71108,Hewadiwela,100,5,150
Hingula,71520,Hingula,100,5,150
Hinguralakanda,71417,Hinguralakanda,100,5,150
Hingurana,32010,Hingurana,100,5,150
Hiriwadunna,71014,Hiriwadunna,100,5,150
Ihala Walpola,80134,Ihala Walpola,100,5,150
Ihalagama,70144,Ihalagama,100,5,150
Imbulana,71313,Imbulana,100,5,150
Imbulgasdeniya,71055,Imbulgasdeniya,100,5,150
Kabagamuwa,71202,Kabagamuwa,100,5,150
Kahapathwala,60062,Kahapathwala,100,5,150
Kandaketya,90020,Kandaketya,100,5,150
Kannattota,71372,Kannattota,100,5,150
Karagahinna,21014,Karagahinna,100,5,150
Kegalle,71000,Kegalle,100,5,150
Kehelpannala,71533,Kehelpannala,100,5,150
Ketawala Leula,20198,Ketawala Leula,100,5,150
Kitulgala,71720,Kitulgala,100,5,150
Kondeniya,71501,Kondeniya,100,5,150
Kotiyakumbura,71370,Kotiyakumbura,100,5,150
Lewangama,71315,Lewangama,100,5,150
Mahabage,71722,Mahabage,100,5,150
Makehelwala,71507,Makehelwala,100,5,150
Malalpola,71704,Malalpola,100,5,150
Maldeniya,22021,Maldeniya,100,5,150
Maliboda,71411,Maliboda,100,5,150
Maliyadda,90022,Maliyadda,100,5,150
Malmaduwa,71325,Malmaduwa,100,5,150
Marapana,70041,Marapana,100,5,150
Mawanella,71500,Mawanella,100,5,150
Meetanwala,60066,Meetanwala,100,5,150
Migastenna Sabara,71716,Migastenna Sabara,100,5,150
Miyanawita,71432,Miyanawita,100,5,150
Molagoda,71016,Molagoda,100,5,150
Morontota,71220,Morontota,100,5,150
Narangala,90064,Narangala,100,5,150
Narangoda,60152,Narangoda,100,5,150
Nattarampotha,20194,Nattarampotha,100,5,150
Nelundeniya,71060,Nelundeniya,100,5,150
Niyadurupola,71602,Niyadurupola,100,5,150
Noori,71407,Noori,100,5,150
Pannila,12114,Pannila,100,5,150
Pattampitiya,71130,Pattampitiya,100,5,150
Pilawala,20196,Pilawala,100,5,150
Pothukoladeniya,71039,Pothukoladeniya,100,5,150
Puswelitenna,60072,Puswelitenna,100,5,150
Rambukkana,71100,Rambukkana,100,5,150
Rilpola,90026,Rilpola,100,5,150
Rukmale,11129,Rukmale,100,5,150
Ruwanwella,71300,Ruwanwella,100,5,150
Samanalawewa,70142,Samanalawewa,100,5,150
Seaforth Colony,71708,Seaforth Colony,100,5,150
Colombo 2,200,Colombo 2,100,5,150
Spring Valley,90028,Spring Valley,100,5,150
Talgaspitiya,71541,Talgaspitiya,100,5,150
Teligama,71724,Teligama,100,5,150
Tholangamuwa,71619,Tholangamuwa,100,5,150
Thotawella,71106,Thotawella,100,5,150
Udaha Hawupe,70154,Udaha Hawupe,100,5,150
Udapotha,71236,Udapotha,100,5,150
Uduwa,20052,Uduwa,100,5,150
Undugoda,71200,Undugoda,100,5,150
Ussapitiya,71510,Ussapitiya,100,5,150
Wahakula,71303,Wahakula,100,5,150
Waharaka,71304,Waharaka,100,5,150
Wanaluwewa,11068,Wanaluwewa,100,5,150
Warakapola,71600,Warakapola,100,5,150
Watura,71035,Watura,100,5,150
Weeoya,71702,Weeoya,100,5,150
Wegalla,71234,Wegalla,100,5,150
Weligalla,20610,Weligalla,100,5,150
Welihelatenna,71712,Welihelatenna,100,5,150
Wewelwatta,70066,Wewelwatta,100,5,150
Yatagama,71116,Yatagama,100,5,150
Yatapana,71326,Yatapana,100,5,150
Yatiyantota,71700,Yatiyantota,100,5,150
Yattogoda,71029,Yattogoda,100,5,150
Kandavalai,42508,Kandavalai,100,5,150
Karachchi,NULL,Karachchi,100,5,150
Kilinochchi,42400,Kilinochchi,100,5,150
Pachchilaipalli,42550,Pachchilaipalli,100,5,150
Poonakary,42600,Poonakary,100,5,150
Akurana,20850,Akurana,100,5,150
Alahengama,60416,Alahengama,100,5,150
Alahitiyawa,60182,Alahitiyawa,100,5,150
Ambakote,60036,Ambakote,100,5,150
Ambanpola,60650,Ambanpola,100,5,150
Andiyagala,50112,Andiyagala,100,5,150
Anukkane,60214,Anukkane,100,5,150
Aragoda,60308,Aragoda,100,5,150
Ataragalla,60706,Ataragalla,100,5,150
Awulegama,60462,Awulegama,100,5,150
Balalla,60604,Balalla,100,5,150
Bamunukotuwa,60347,Bamunukotuwa,100,5,150
Bandara Koswatta,60424,Bandara Koswatta,100,5,150
Bingiriya,60450,Bingiriya,100,5,150
Bogamulla,60107,Bogamulla,100,5,150
Boraluwewa,60437,Boraluwewa,100,5,150
Boyagane,60027,Boyagane,100,5,150
Bujjomuwa,60291,Bujjomuwa,100,5,150
Buluwala,60076,Buluwala,100,5,150
Dadayamtalawa,32046,Dadayamtalawa,100,5,150
Dambadeniya,60130,Dambadeniya,100,5,150
Daraluwa,60174,Daraluwa,100,5,150
Deegalla,60228,Deegalla,100,5,150
Demataluwa,60024,Demataluwa,100,5,150
Demuwatha,70332,Demuwatha,100,5,150
Diddeniya,60544,Diddeniya,100,5,150
Digannewa,60485,Digannewa,100,5,150
Divullegoda,60472,Divullegoda,100,5,150
Diyasenpura,51504,Diyasenpura,100,5,150
Dodangaslanda,60530,Dodangaslanda,100,5,150
Doluwa,20532,Doluwa,100,5,150
Doragamuwa,20816,Doragamuwa,100,5,150
Doratiyawa,60013,Doratiyawa,100,5,150
Dunumadalawa,50214,Dunumadalawa,100,5,150
Dunuwilapitiya,21538,Dunuwilapitiya,100,5,150
Ehetuwewa,60716,Ehetuwewa,100,5,150
Elibichchiya,60156,Elibichchiya,100,5,150
Embogama,60718,Embogama,100,5,150
Etungahakotuwa,60266,Etungahakotuwa,100,5,150
Galadivulwewa,50210,Galadivulwewa,100,5,150
Galgamuwa,60700,Galgamuwa,100,5,150
Gallellagama,20095,Gallellagama,100,5,150
Gallewa,60712,Gallewa,100,5,150
Ganegoda,80440,Ganegoda,100,5,150
Girathalana,60752,Girathalana,100,5,150
Gokaralla,60522,Gokaralla,100,5,150
Gonawila,60170,Gonawila,100,5,150
Halmillawewa,60441,Halmillawewa,100,5,150
Handungamuwa,21536,Handungamuwa,100,5,150
Harankahawa,20092,Harankahawa,100,5,150
Helamada,71046,Helamada,100,5,150
Hengamuwa,60414,Hengamuwa,100,5,150
Hettipola,60430,Hettipola,100,5,150
Hewainna,10714,Hewainna,100,5,150
Hilogama,60486,Hilogama,100,5,150
Hindagolla,60034,Hindagolla,100,5,150
Hiriyala Lenawa,60546,Hiriyala Lenawa,100,5,150
Hiruwalpola,60458,Hiruwalpola,100,5,150
Horambawa,60181,Horambawa,100,5,150
Hulogedara,60474,Hulogedara,100,5,150
Hulugalla,60477,Hulugalla,100,5,150
Ihala Gomugomuwa,60211,Ihala Gomugomuwa,100,5,150
Ihala Katugampala,60135,Ihala Katugampala,100,5,150
Indulgodakanda,60016,Indulgodakanda,100,5,150
Ithanawatta,60025,Ithanawatta,100,5,150
Kadigawa,60492,Kadigawa,100,5,150
Kalankuttiya,50174,Kalankuttiya,100,5,150
Kalatuwawa,10718,Kalatuwawa,100,5,150
Kalugamuwa,60096,Kalugamuwa,100,5,150
Kanadeniyawala,60054,Kanadeniyawala,100,5,150
Kanattewewa,60422,Kanattewewa,100,5,150
Kandegedara,90070,Kandegedara,100,5,150
Karagahagedara,60106,Karagahagedara,100,5,150
Karambe,60602,Karambe,100,5,150
Katiyawa,50261,Katiyawa,100,5,150
Katupota,60350,Katupota,100,5,150
Kawudulla,51414,Kawudulla,100,5,150
Kawuduluwewa Stagell,51514,Kawuduluwewa Stagell,100,5,150
Kekunagolla,60183,Kekunagolla,100,5,150
Keppitiwalana,60288,Keppitiwalana,100,5,150
Kimbulwanaoya,60548,Kimbulwanaoya,100,5,150
Kirimetiyawa,60184,Kirimetiyawa,100,5,150
Kirindawa,60212,Kirindawa,100,5,150
Kirindigalla,60502,Kirindigalla,100,5,150
Kithalawa,60188,Kithalawa,100,5,150
Kitulwala,11242,Kitulwala,100,5,150
Kobeigane,60410,Kobeigane,100,5,150
Kohilagedara,60028,Kohilagedara,100,5,150
Konwewa,60630,Konwewa,100,5,150
Kosdeniya,60356,Kosdeniya,100,5,150
Kosgolla,60029,Kosgolla,100,5,150
Kotagala,22080,Kotagala,100,5,150
Colombo 13,1300,Colombo 13,100,5,150
Kotawehera,60483,Kotawehera,100,5,150
Kudagalgamuwa,60003,Kudagalgamuwa,100,5,150
Kudakatnoruwa,60754,Kudakatnoruwa,100,5,150
Kuliyapitiya,60200,Kuliyapitiya,100,5,150
Kumaragama,51412,Kumaragama,100,5,150
Kumbukgeta,60508,Kumbukgeta,100,5,150
Kumbukwewa,60506,Kumbukwewa,100,5,150
Kuratihena,60438,Kuratihena,100,5,150
Kurunegala,60000,Kurunegala,100,5,150
Ibbagamuwa,60500,Ibbagamuwa,100,5,150
Ihala Kadigamuwa,60238,Ihala Kadigamuwa,100,5,150
Lihiriyagama,61138,Lihiriyagama,100,5,150
Illagolla,20724,Illagolla,100,5,150
Ilukhena,60232,Ilukhena,100,5,150
Lonahettiya,60108,Lonahettiya,100,5,150
Madahapola,60552,Madahapola,100,5,150
Madakumburumulla,60209,Madakumburumulla,100,5,150
Madalagama,70158,Madalagama,100,5,150
Madawala Ulpotha,21074,Madawala Ulpotha,100,5,150
Maduragoda,60532,Maduragoda,100,5,150
Maeliya,60512,Maeliya,100,5,150
Magulagama,60221,Magulagama,100,5,150
Maha Ambagaswewa,51518,Maha Ambagaswewa,100,5,150
Mahagalkadawala,60731,Mahagalkadawala,100,5,150
Mahagirilla,60479,Mahagirilla,100,5,150
Mahamukalanyaya,60516,Mahamukalanyaya,100,5,150
Mahananneriya,60724,Mahananneriya,100,5,150
Mahapallegama,71063,Mahapallegama,100,5,150
Maharachchimulla,60286,Maharachchimulla,100,5,150
Mahatalakolawewa,51506,Mahatalakolawewa,100,5,150
Mahawewa,61220,Mahawewa,100,5,150
Maho,60600,Maho,100,5,150
Makulewa,60714,Makulewa,100,5,150
Makulpotha,60514,Makulpotha,100,5,150
Makulwewa,60578,Makulwewa,100,5,150
Malagane,60404,Malagane,100,5,150
Mandapola,60434,Mandapola,100,5,150
Maspotha,60344,Maspotha,100,5,150
Mawathagama,60060,Mawathagama,100,5,150
Medirigiriya,51500,Medirigiriya,100,5,150
Medivawa,60612,Medivawa,100,5,150
Meegalawa,60750,Meegalawa,100,5,150
Meegaswewa,51508,Meegaswewa,100,5,150
Meewellawa,60484,Meewellawa,100,5,150
Melsiripura,60540,Melsiripura,100,5,150
Metikumbura,60304,Metikumbura,100,5,150
